0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
44293,物治所,PT8059, , 進階臨床實習一,  ,2,428 D0540,半年,選修,徐瑋勵,2,[],5,"限博士班 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",與王興國合授,  ,加入,{}
55691,物治所,PT8060, , 進階臨床實習二,  ,2,428 D0550,半年,選修,徐瑋勵,2,[],5,"限博士班 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",與王興國合授,  ,加入,{}
80780,物治所,PT7999, , 碩士論文,  ,0,428 M0010,半年,必修, ,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
44926,物治所,PT7001, , 骨科物治臨床實習研究一,  ,2,428 M0030,半年,選修,林居正,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",物理治療中心實習研究。與柴惠敏、王淑芬、王興國、徐瑋勵、趙遠宏合授,  ,加入,{}
48658,神經認知學程,PT7002, , 神經物治臨床實習研究一,  ,2,428 M0040,半年,選修,黃正雅,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",物理治療中心實習研究。與湯佩芳、陸哲駒、李亞芸合授,  ,加入,{}
29693,物治所,PT7003, , 小兒物治臨床實習研究一,  ,2,428 M0050,半年,選修,鄭素芳,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",物理治療中心實習研究。與吳晏慈、郭曉意合授,  ,加入,{}
35954,物治所,PT7004, , 心肺物治臨床實習研究一,  ,2,428 M0060,半年,選修,王儷穎,1,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與簡盟月合授",  ,加入,{}
83815,物治所,PT7005, , 骨科物治臨床實習研究二,  ,2,428 M0070,半年,選修,王淑芬,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",與柴惠敏、林居正、王興國、徐瑋勵、趙遠宏合授,  ,加入,{}
16192,物治所,PT7006, , 神經物治臨床實習研究二,  ,2,428 M0080,半年,選修, , ,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人", ,  , ,{}
75229,物治所,PT7007, , 小兒物治臨床實習研究二,  ,2,428 M0090,半年,選修, , ,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",物理治療中心實習研究,  , ,{}
60091,物治所,PT7008, , 心肺物治臨床實習研究二,  ,2,428 M0100,半年,選修, , ,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人", ,  , ,{}
28565,物治所,PT7034, , 肌肉生物學及肌電圖學,  ,2,428 M1190,半年,選修,黃正雅,2,"[51, 52]",15,"限本系所學生(含輔系、雙修生) 且 限學士班三年級以上,本校修課人數上限：15人","本課程中文授課,使用英文教科書。與王興國、李亞芸合授", ,加入,"{'四': ['6', '7']}"
79015,物治所,PT7038, , 呼吸循環生理學,  ,2,428 M1230,半年,選修,王儷穎,2,"[51, 52]",5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與簡盟月合授",  ,加入,"{'四': ['6', '7']}"
84134,物治所,PT7044, , 專題討論三,  ,1,428 M1310,半年,選修,鄭素芳,2,[40],20,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：20人","本課程中文授課,使用英文教科書。與鄭建興、趙安怡、柴惠敏、王淑芬、林居正、湯佩芳、簡盟月、王興國、王儷穎、徐瑋勵、黃正雅、吳晏慈、趙遠宏、李亞芸、郭曉意、劉宴齊、傅立成合授", ,加入,{'三': ['10']}
17051,物治所,PT7051, , 小兒物治臨床專題研究一,  ,2,428 M1470,半年,選修,郭曉意,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與鄭素芳、吳晏慈合授",  ,加入,{}
47279,物治所,PT7052, , 小兒物治臨床專題研究二,  ,2,428 M1480,半年,選修,吳晏慈,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與鄭素芳、陳麗秋、郭曉意合授",  ,加入,{}
24856,物治所,PT7053, , 心肺物治臨床專題研究一,  ,2,428 M1490,半年,選修,王儷穎,2,[],10,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：10人","本課程中文授課,使用英文教科書。與簡盟月合授",  ,加入,{}
41001,物治所,PT7054, , 心肺物治臨床專題研究二,  ,2,428 M1500,半年,選修,簡盟月,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",與王儷穎合授,  ,加入,{}
45551,物治所,PT7055, , 神經物治臨床專題研究一,  ,2,428 M1510,半年,選修,湯佩芳,2,[],5,本校修課人數上限：5人,與黃正雅、李亞芸合授,  ,加入,{}
14779,物治所,PT7056, , 神經物治臨床專題研究二,  ,2,428 M1520,半年,選修,李亞芸,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",與湯佩芳、陸哲駒、黃正雅合授,  ,加入,{}
22399,物治所,PT7057, , 骨科物治臨床專題研究一,  ,2,428 M1530,半年,選修, , ,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人", ,  , ,{}
31898,物治所,PT7058, , 骨科物治臨床專題研究二,  ,2,428 M1540,半年,選修,徐瑋勵,2,[],5,本校修課人數上限：5人,與王淑芬、林居正、王興國、趙遠宏合授, ,加入,{}
31493,物治所,PT7059, , 小兒物治臨床專題研究,  ,2,428 M1550,半年,選修, , ,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人", ,  , ,{}
78628,物治所,PT7060, , 心肺物治臨床專題研究,  ,2,428 M1560,半年,選修,簡盟月,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與王儷穎合授",  ,加入,{}
34794,神經認知學程,PT7061, , 神經物治臨床專題研究,  ,2,428 M1570,半年,選修,黃正雅,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與湯佩芳、李亞芸合授",  ,加入,{}
26995,物治所,PT7062, , 骨科物治臨床專題研究,  ,2,428 M1580,半年,選修,趙遠宏,2,[],5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人","本課程中文授課,使用英文教科書。與柴惠敏、林居正、王興國、徐瑋勵、李亞芸合授", ,加入,{}
42533,物治所,PT7070, , 兒童早期療育學,  ,2,428 M2050,半年,選修,吳晏慈,2,"[61, 62]",10,"限學士班四年級以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：10人",與鄭素芳、陳麗秋、郭曉意合授, ,加入,"{'五': ['1', '2']}"
35112,物治所,PT7077, , 實用統計學,  ,3,428EM2120,半年,必修,林居正,2,"[31, 32, 33]",20,本校修課人數上限：20人,本課程以英語授課。不開放旁聽與柴惠敏合授本課程英文化程度說明,  ,加入,"{'三': ['1', '2', '3']}"
49834,物治所,PT7080, , 心血管疾病與運動療法,  ,1,428 M3000,半年,選修,簡盟月,2,"[53, 54]",5,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：5人",週四單週上課。與王儷穎合授,  ,加入,"{'四': ['8', '9']}"
89420,物治所,PT7081, , 物理治療理論與研究評論,  ,2,428 M3010,半年,必修,王儷穎,1,"[63, 64]",22,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：22人","本課程中文授課,使用英文教科書。99學年度新開課程,99學年度(含)後入學碩士班必修。與吳晏慈、趙遠宏、李亞芸合授", ,加入,"{'五': ['3', '4']}"
15365,神經認知學程,PT7083, , 動作控制學,  ,2,428 M3040,半年,選修,湯佩芳,2,"[6, 7]",15,"限學士班四年級以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：15人",與黃正雅、劉宴齊合授, ,加入,"{'一': ['6', '7']}"
16701,物治所,PT7089, , 骨科物理治療專題討論三,  ,1,428 M3090,半年,選修,柴惠敏,2,[35],20,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：20人",與王淑芬、林居正、王興國、徐瑋勵、趙遠宏合授, ,加入,{'三': ['5']}
42386,物治系六年制,PT7092, , 動作學習學,  ,2,428 M3220,半年,選修,胡名霞,2,"[53, 54]",20,"限學士班四年級以上,本校修課人數上限：20人","本課程中文授課,使用英文教科書。與李亞芸合授",  ,加入,"{'四': ['8', '9']}"
39976,物治所,PT7096, , 教學實習,  ,0,428 M3250,半年,選修,趙遠宏,2,[],50,"限碩士班以上,本校修課人數上限：50人", , ,加入,{}
77529,職治所,OT8999, , 博士論文,  ,0,429 D0010,半年,必修,薛漪平,1,[],20,本校修課人數上限：20人,與曾美惠、謝清麟、林克忠、毛慧芬、黃小玲、潘璦琬、陳顥齡、吳建德、王湉妮合授,  ,加入,{}
69987,職治所,OT8011,1, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
78998,職治所,OT8011,2, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修,謝清麟,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
52399,職治所,OT8011,3, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
39671,職治所,OT8011,4, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
53135,職治所,OT8011,5, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
78164,職治所,OT8011,6, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修,毛慧芬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
37629,職治所,OT8011,8, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
45642,職治所,OT8011,9, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
86331,職治所,OT8011,10, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
46741,職治所,OT8011,11, 進階科學論文評析與寫作,  ,2,429 D0110,半年,必修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
42166,職治所,OT8012,1, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, , , ,{}
88563,職治所,OT8012,2, 教學原理與實務,  ,1,429 D0120,半年,選修,謝清麟,1,[],20,本校修課人數上限：20人, ,  ,加入,{}
47887,職治所,OT8012,3, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
54747,職治所,OT8012,4, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
71253,職治所,OT8012,5, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, , , ,{}
19101,職治所,OT8012,6, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, , , ,{}
56657,職治所,OT8012,8, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
86267,職治所,OT8012,9, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
18252,職治所,OT8012,10, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
55011,職治所,OT8012,11, 教學原理與實務,  ,1,429 D0120,半年,選修, , ,[],20,本校修課人數上限：20人, ,  , ,{}
29595,職治所,OT8002,1, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
19443,職治所,OT8002,2, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
80730,職治所,OT8002,3, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
46509,職治所,OT8002,4, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
54603,職治所,OT8002,5, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
57206,職治所,OT8002,6, 進階獨立研究一,  ,1,429 D0210,半年,選修,毛慧芬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
63916,職治所,OT8002,8, 進階獨立研究一,  ,1,429 D0210,半年,選修,陳顥齡,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
54636,職治所,OT8002,9, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
35036,職治所,OT8002,10, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
30041,職治所,OT8002,11, 進階獨立研究一,  ,1,429 D0210,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
20521,職治所,OT8004,1, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
88785,職治所,OT8004,2, 進階獨立研究三,  ,1,429 D0230,半年,選修,謝清麟,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
24423,職治所,OT8004,3, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
77676,職治所,OT8004,4, 進階獨立研究三,  ,1,429 D0230,半年,選修,潘璦琬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
17728,職治所,OT8004,5, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
73520,職治所,OT8004,6, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
43414,職治所,OT8004,8, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
84614,職治所,OT8004,9, 進階獨立研究三,  ,1,429 D0230,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
57371,職治所,OT8004,10, 進階獨立研究三,  ,1,429 D0230,半年,選修,吳建德,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
83500,職治所,OT8004,11, 進階獨立研究三,  ,1,429 D0230,半年,選修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
65801,職治所,OT8006,1, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
68743,職治所,OT8006,2, 進階獨立研究五,  ,2,429 D0250,半年,選修,謝清麟,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
34532,職治所,OT8006,3, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
33416,職治所,OT8006,4, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
36596,職治所,OT8006,5, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
15568,職治所,OT8006,6, 進階獨立研究五,  ,2,429 D0250,半年,選修,毛慧芬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
78732,職治所,OT8006,8, 進階獨立研究五,  ,2,429 D0250,半年,選修,陳顥齡,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
11426,職治所,OT8006,9, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
36066,職治所,OT8006,10, 進階獨立研究五,  ,2,429 D0250,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
81080,職治所,OT8006,11, 進階獨立研究五,  ,2,429 D0250,半年,選修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
55835,職治所,OT8010,1, 進階獨立研究七,  ,2,429 D0270,半年,選修,林克忠,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
61663,職治所,OT8010,2, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
58408,職治所,OT8010,3, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
12823,職治所,OT8010,4, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
83226,職治所,OT8010,5, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
50667,職治所,OT8010,6, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
82263,職治所,OT8010,8, 進階獨立研究七,  ,2,429 D0270,半年,選修,陳顥齡,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
16576,職治所,OT8010,9, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
66462,職治所,OT8010,10, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
89023,職治所,OT8010,11, 進階獨立研究七,  ,2,429 D0270,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
77509,職治所,OT7999, , 碩士論文,  ,0,429 M0010,半年,必修,薛漪平,1,[],20,本校修課人數上限：20人,與曾美惠、謝清麟、林克忠、毛慧芬、黃小玲、張  彧、潘璦琬、陳顥齡、吳建德、王湉妮合授, ,加入,{}
79171,職治所,OT7007, , 進階職能治療理論,  ,3,429 M0090,半年,必修,薛漪平,1,"[2, 3, 4]",20,本校修課人數上限：20人,與曾美惠、謝清麟、林克忠、毛慧芬、黃小玲、潘璦琬、陳顥齡、吳建德、王湉妮、蔡麗婷合授, ,加入,"{'一': ['2', '3', '4']}"
81374,職治所,OT7022,1, 獨立研究一,  ,1,429 M0310,半年,選修,林克忠,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
18366,職治所,OT7022,2, 獨立研究一,  ,1,429 M0310,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  , ,{}
53250,職治所,OT7022,3, 獨立研究一,  ,1,429 M0310,半年,選修,曾美惠,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
59851,職治所,OT7022,4, 獨立研究一,  ,1,429 M0310,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  , ,{}
66249,職治所,OT7022,5, 獨立研究一,  ,1,429 M0310,半年,選修,薛漪平,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", , ,加入,{}
47111,職治所,OT7022,6, 獨立研究一,  ,1,429 M0310,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", , , ,{}
64206,職治所,OT7022,8, 獨立研究一,  ,1,429 M0310,半年,選修,陳顥齡,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
88017,職治所,OT7022,9, 獨立研究一,  ,1,429 M0310,半年,選修,黃小玲,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
33539,職治所,OT7022,10, 獨立研究一,  ,1,429 M0310,半年,選修,吳建德,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
60316,職治所,OT7022,11, 獨立研究一,  ,1,429 M0310,半年,選修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生),本校修課人數上限：20人", ,  ,加入,{}
50287,職治所,OT7024,1, 獨立研究三,  ,1,429 M0330,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
51903,職治所,OT7024,2, 獨立研究三,  ,1,429 M0330,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
53261,職治所,OT7024,3, 獨立研究三,  ,1,429 M0330,半年,選修,曾美惠,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
14693,職治所,OT7024,4, 獨立研究三,  ,1,429 M0330,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
16383,職治所,OT7024,5, 獨立研究三,  ,1,429 M0330,半年,選修,薛漪平,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
15465,職治所,OT7024,6, 獨立研究三,  ,1,429 M0330,半年,選修,毛慧芬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
71885,職治所,OT7024,8, 獨立研究三,  ,1,429 M0330,半年,選修,陳顥齡,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
65205,職治所,OT7024,9, 獨立研究三,  ,1,429 M0330,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
36750,職治所,OT7024,10, 獨立研究三,  ,1,429 M0330,半年,選修,吳建德,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
12504,職治所,OT7024,11, 獨立研究三,  ,1,429 M0330,半年,選修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
78163,職治所,OT7026,1, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
45511,職治所,OT7026,2, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
59230,職治所,OT7026,3, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
38832,職治所,OT7026,4, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
56850,職治所,OT7026,5, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
55383,職治所,OT7026,6, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , , ,{}
43380,職治所,OT7026,7, 獨立研究五,  ,2,429 M0350,半年,選修,張彧,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
79977,職治所,OT7026,8, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
86785,職治所,OT7026,9, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
57636,職治所,OT7026,10, 獨立研究五,  ,2,429 M0350,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
59373,職治所,OT7026,11, 獨立研究五,  ,2,429 M0350,半年,選修,王湉妮,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
89685,職治所,OT7028,1, 獨立研究七,  ,2,429 M0370,半年,選修,林克忠,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  ,加入,{}
10650,職治所,OT7028,2, 獨立研究七,  ,2,429 M0370,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
59760,職治所,OT7028,3, 獨立研究七,  ,2,429 M0370,半年,選修, , ,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", ,  , ,{}
63547,職治所,OT7028,4, 獨立研究七,  ,2,429 M0370,半年,選修,潘璦琬,1,[],20,"限本系所學生(含輔系、雙修生) 且 限碩士班以上,本校修課人數上限：20人", , ,加入,{}
