0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
82120, ,ECON1007, , 經濟學二,  ,3,303 22230,半年,選修,陳虹如,3,"[32, 33, 34]",83,本校修課人數上限：83人,兼通識A5*。。A5*:公民意識與社會分析領域。可充抵通識, ,加入,"{'三': ['2', '3', '4']}"
57249,經濟系,ECON3043,1, 貨幣銀行學一,  ,3,303 25010,半年,選修,陳南光,2,"[66, 67, 68]",130(含開放臺大系統人數:10),"本校修課人數上限：120人,外系人數限制：50人", , ,加入,"{'五': ['6', '7', '8']}"
26062,經濟系,ECON3043,2, 貨幣銀行學一,  ,3,303 25010,半年,選修,李怡庭,2,"[36, 37, 38]",100,本校修課人數上限：100人, , ,加入,"{'三': ['6', '7', '8']}"
81156,經濟系,ECON3043,3, 貨幣銀行學一,  ,3,303 25010,半年,選修,謝德宗,1,"[47, 48, 49]",80(含開放臺大系統人數:20),本校修課人數上限：60人, , ,加入,"{'四': ['2', '3', '4']}"
86400,經濟系,ECON3040,1, 財政學,  ,3,303 35000,半年,選修,宋玉生,1,"[61, 62, 63]",50,本校修課人數上限：50人, ,  ,加入,"{'五': ['1', '2', '3']}"
17849,經濟系,ECON3040,2, 財政學,  ,3,303E35000,半年,選修,梁卓誠,2,"[33, 34, 35]",80,本校修課人數上限：80人,本課程以英語授課。本課程英文化程度說明, ,加入,"{'三': ['3', '4', '5']}"
80531,經濟系,ECON4998, , 學士論文上,  ,2,303 40101,全年,選修, ,2,[],20,"限學士班四年級以上,本校修課人數上限：20人",初選不開放。選課前請取得本系教師簽名同意指導後，方可至系辦領取選課授權碼。,  ,加入,{}
34156,經濟系,ECON4031, , 賽局論,  ,2,303 46500,半年,選修,古慧雯,3,"[63, 64]",30,本校修課人數上限：30人, ,  ,加入,"{'五': ['3', '4']}"
79492,經濟系,ECON4002, , 貿易政策,  ,2,303 47400,半年,必修,劉碧珍,2,"[21, 22]",90,"本校修課人數上限：90人,外系人數限制：20人",修過經濟學。, ,加入,"{'二': ['6', '7']}"
25816,經濟系,ECON4014, , 計量經濟學一,  ,3,303 48110,半年,選修,江淳芳,2,"[3, 4, 48, 49]",70,本校修課人數上限：70人,限修過統計學。老師授課3小時，實習課1小時（四4）。, ,加入,"{'一': ['3', '4'], '四': ['3', '4']}"
15968, ,ECON4035, , 國際經濟學導論,  ,3,303 48910,半年,選修,劉碧珍,2,"[6, 7, 8]",100,本校修課人數上限：100人,不可抵經濟系選修。兼通識A5*。。A5*:公民意識與社會分析領域。可充抵通識, ,加入,"{'一': ['6', '7', '8']}"
86496,經濟系,ECON4036, , 期貨與選擇權,  ,3,303 49120,半年,選修,張森林,3,"[7, 8, 9]",60,"限本系所學生(含輔系、雙修生),本校修課人數上限：60人",限經濟系選修。, ,加入,"{'一': ['7', '8', '9']}"
61364,社會系,Soc1001, , 服務學習一,  ,0,305 00110,半年,必修,劉仲恩,1,"[10, 40]",60,"限本系所學生(含輔系、雙修生),本校修課人數上限：60人","108學年度入學前學生為必修，說明會在開學第一週舉行,時間另通知。未出席者不得選修。大一二必修", ,加入,"{'一': ['10'], '三': ['10']}"
84691,社會系,Soc1002, , 服務學習二,  ,0,305 00220,半年,必修,賴曉黎,2,[],30,本校修課人數上限：30人,說明會將在開學第一週舉行並發授權碼(時間待系辦通知)。未出席者不得選修。, ,加入,{}
84088,社會系,Soc1003, , 服務學習三,  ,0,305 00330,半年,必修,薛承泰,2,[],30,本校修課人數上限：30人,說明會將在開學第一週舉行並發授權碼(時間待系辦通知)。未出席者不得選修。, ,加入,{}
55739,生傳發展系,Soc1027,1, 社會學,  ,3,305 10110,半年,必帶,曾嬿芬,2,"[22, 23, 24]",120,"本校修課人數上限：120人,外系人數限制：120人","
兼通識A5*(A5*),必修系所不可充抵通識。", ,加入,"{'二': ['7', '8', '9']}"
41427,職治系,Soc1027,2, 社會學,  ,3,305 10110,半年,必帶,簡妤儒,2,"[36, 37, 38]",120,"本校修課人數上限：120人,外系人數限制：120人",必修系所不得兼通識A5*。, ,加入,"{'三': ['6', '7', '8']}"
51343, ,Soc1027,3, 社會學,  ,3,305 10110,半年,選修,吳嘉苓,2,"[67, 68, 69]",100,"本校修課人數上限：100人,外系人數限制：100人",兼通識A5*。。A5*:公民意識與社會分析領域。可充抵通識, ,加入,"{'五': ['7', '8', '9']}"
22962, ,Soc1027,4, 社會學,  ,3,305E10110,半年,選修,劉仲恩,2,"[32, 33, 34]",50,"本校修課人數上限：50人,外系人數限制：50人",本課程以英語授課。主授教師：劉仲恩老師 英文授課 可充抵通識A5*領域5.公民意識與社會分析*。A5*:公民意識與社會分析領域。可充抵通識本課程英文化程度說明, ,加入,"{'三': ['2', '3', '4']}"
15061,社會系,Soc1004, , 社會學甲上,  ,3,305 101A1,全年,必帶,陳東升,2,"[17, 18, 19]",150,"本校修課人數上限：150人,外系人數限制：10人",實習時間為週二至週四17：3019：20，分組進行。兼通識A5*。, ,加入,"{'二': ['2', '3', '4']}"
63350,社會系,Soc2041, , 性別社會學,  ,3,305E21170,半年,選修,徐婕,2,"[3, 4, 5]",30,"本校修課人數上限：30人,外系人數限制：5人",本課程以英語授課。本課程英文化程度說明, ,加入,"{'一': ['3', '4', '5']}"
39631,社會系,Soc2064, , 性別、社會與宗教,  ,2,305 21180,半年,選修,王慶寧,2,"[37, 38]",90,"本校修課人數上限：90人,外系人數限制：50人",兼通識A5*。, ,加入,"{'三': ['7', '8']}"
71838,社會系,Soc2060, , 社會統計上,  ,4,305 21401,全年,必帶,柯志哲,2,"[62, 63, 64, 66, 67]",70,"限本系所學生(含輔系、雙修生),本校修課人數上限：70人","週五6,7節為實習課。實習地點:社科501。", ,加入,"{'五': ['2', '3', '4', '6', '7']}"
33370,東亞學分學程,Soc2062, , 東亞社會田野研究工作坊,  ,2,305 23220,半年,選修,柯志哲,2,[],15,"限本系所學生(含輔系、雙修生),本校修課人數上限：15人",初選不開放。限East Asian Junior Sociologists Workshop學生時地洽系辦。, ,加入,{}
95019,社會系,Soc2050, , 設計與社會,  ,3,305 23330,半年,選修,楊振甫,2,"[40, 41, 42]",50,本校修課人數上限：50人, , ,加入,"{'三': ['10', 'A', 'B']}"
63553,社會系,Soc2053, , 反身性社會學,  ,3,305 23340,半年,選修,賴曉黎, ,"[23, 24, 25]",50,"限學士班學生,本校修課人數上限：50人", , , ,"{'二': ['8', '9', '10']}"
53695,社會系,Soc2018, , 政治社會學,  ,3,305 24200,半年,選修,林國明,2,"[7, 8, 9]",70(含開放臺大系統人數:10),"限學士班學生,本校修課人數上限：60人,外系人數限制：10人", , ,加入,"{'一': ['7', '8', '9']}"
57203,社會系,Soc2019, , 環境社會學,  ,3,305 24700,半年,選修,何明修,2,"[47, 48, 49]",50(含開放臺大系統人數:10),"限學士班學生,本校修課人數上限：40人,外系人數限制：30人", , ,加入,"{'四': ['2', '3', '4']}"
13993,社會系,Soc3048, , 社會研究方法甲上,  ,4,305 312A1,全年,必帶,蘇國賢,2,"[32, 33, 34, 66, 67]",90,"限本系所學生(含輔系、雙修生) 且 限學士班二年級以上,本校修課人數上限：90人,外系人數限制：10人","週五6,7節為實習。實習地點：社203、205、207、209、211。", ,加入,"{'三': ['2', '3', '4'], '五': ['6', '7']}"
60195,社會系,Soc3023, , 社會網絡研究,  ,3,305 32210,半年,選修,蘇國賢,2,"[22, 23, 24]",70(含開放臺大系統人數:10),"限學士班二年級以上,本校修課人數上限：60人,外系人數限制：30人", , ,加入,"{'二': ['7', '8', '9']}"
31153,社會系,Soc2031, , 經濟社會學,  ,3,305 33500,半年,選修,劉仲恩,2,"[62, 63, 64]",50,本校修課人數上限：50人, , ,加入,"{'五': ['2', '3', '4']}"
33829,社會系,Soc3028, , 社會運動,  ,3,305 34100,半年,選修,劉華真,2,"[2, 3, 4]",50(含開放臺大系統人數:6),"限學士班二年級以上,本校修課人數上限：44人,外系人數限制：15人", , ,加入,"{'一': ['2', '3', '4']}"
47124,社會系,Soc3002, , 社會學理論上,  ,3,305 40301,全年,必帶,黃克先,2,"[17, 18, 19]",70,"限本系所學生(含輔系、雙修生) 且 限學士班三年級以上,本校修課人數上限：70人,外系人數限制：5人", , ,加入,"{'二': ['2', '3', '4']}"
15494,社會系,Soc3016, , 當代中國政治與社會,  ,2,305 61300,半年,選修,陳志柔,2,"[48, 49]",50(含開放臺大系統人數:10),"限學士班學生,本校修課人數上限：40人,外系人數限制：20人", , ,加入,"{'四': ['3', '4']}"
76266,社會系,Soc6008, , 詐騙社會學,  ,3,305 62060,半年,選修,孫中興,2,"[37, 38, 39]",50(含開放臺大系統人數:12),"限學士班學生,本校修課人數上限：38人,外系人數限制：15人", , ,加入,"{'三': ['7', '8', '9']}"
95020,社工系,SW1002, , 服務學習二,  ,0,310 00220,半年,選修,林敬軒,2,[],20,本校修課人數上限：20人,初選不開放。時地自訂 限參與本系系學會活動並完成所有時數及要求者, ,加入,{}
95021,社工系,SW1003, , 服務學習三,  ,0,310 00330,半年,選修,陳怡伃,2,[],25(含開放臺大系統人數:6),"本校修課人數上限：19人,外系人數限制：10人","限學士班 時地依排班 請欲選課者出席期初說明會

", ,加入,{}
95108,社工系,SW1003,2, 服務學習三,  ,0,310 00330,半年,選修,李美儀 Ciwang Teyra,1,[],15,本校修課人數上限：15人,"初選不開放。限學士班 時地依排班 請欲選課者出席期初說明會 本系人數上限13人 外系2人

", ,加入,{}
30081,社工系,SW1004, , 社會工作概論上,  ,3,310 11001,全年,必帶,林敬軒,2,"[17, 18, 19]",70(含開放臺大系統人數:4),"限本系所學生(含輔系、雙修生),本校修課人數上限：66人,外系人數限制：5人","社會工作概論下、社會團體工作、社會個案工作、社會工作實習指引先修課程
請預留每週一次討論課時間
", ,加入,"{'二': ['2', '3', '4']}"
14138,社工系,SW2004, , 社會個案工作,  ,3,310 24000,半年,必帶,熊秉荃,2,"[32, 33, 34]",70(含開放臺大系統人數:4),"本課有先修科目規定,限學士班二年級以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：66人,外系人數限制：2人",本課程先修科目：社會工作概論上、下。, ,加入,"{'三': ['2', '3', '4']}"
38798,社工系,SW2029, , 少年福利與權利,  ,3,310 25310,半年,選修,陳毓文,2,"[22, 23, 24]",25(含開放臺大系統人數:4),"限學士班二年級以上,本校修課人數上限：21人,外系人數限制：3人",初選不開放。, ,加入,"{'二': ['7', '8', '9']}"
34800,社工系,SW2028, , 原住民族與社會工作,  ,3,310 25910,半年,選修,李美儀 Ciwang Teyra,2,"[37, 38, 39]",25(含開放臺大系統人數:4),"限學士班二年級以上,本校修課人數上限：21人,外系人數限制：5人", , ,加入,"{'三': ['7', '8', '9']}"
73671,社工系,SW3002, , 社會工作研究方法上,  ,3,310 32001,全年,必帶,陳毓文,2,"[35, 36, 47, 48, 49]",65,"本課有先修科目規定,限本系所學生(含輔系、雙修生) 且 限學士班二年級以上,本校修課人數上限：65人,外系人數限制：3人","禮拜三 56 為實習課，地點開學後通知。
社會統計為先修課程。", ,加入,"{'三': ['5', '6'], '四': ['2', '3', '4']}"
83695,社工系,SW3009, , 社會工作實習指引,  ,1,310 33200,半年,必帶,陳毓文,2,[66],60,"本課有先修科目規定,限學士班三年級以上,本校修課人數上限：60人,外系人數限制：5人",, ,加入,{'五': ['6']}
36528,社工系,SW3005, , 社區組織與社區發展,  ,3,310 34000,半年,必帶,陳怡伃,2,"[62, 63, 64]",65(含開放臺大系統人數:8),"限學士班三年級以上,本校修課人數上限：57人,外系人數限制：3人", , ,加入,"{'五': ['2', '3', '4']}"
87785,社工系,SW3014, , 社會工作與行銷,  ,3,310 36400,半年,選修,劉淑瓊,2,"[7, 8, 9]",20,"限學士班二年級以上,本校修課人數上限：20人,外系人數限制：5人", , ,加入,"{'一': ['7', '8', '9']}"
84064,社工系,SW3008, , 貧窮與社會安全,  ,3,310 36810,半年,選修,古允文,2,"[17, 18, 19]",30(含開放臺大系統人數:8),"限學士班三年級以上,本校修課人數上限：22人,外系人數限制：3人", , ,加入,"{'二': ['2', '3', '4']}"
62110,社工系,SW4001, , 社會政策與社會立法,  ,3,310 41000,半年,必帶,傅從喜,2,"[47, 48, 49]",67(含開放臺大系統人數:8),"限學士班四年級以上,本校修課人數上限：59人,外系人數限制：5人", , ,加入,"{'四': ['2', '3', '4']}"
29386,社工系,SW4003,1, 社會工作實習二,  ,3,310 43000,半年,必修,劉淑瓊,1,[],15,"本課有先修科目規定,限本系所學生(含輔系、雙修生) 且 限學士班四年級以上,本校修課人數上限：15人",校外實習.本課程有先修科目規定:須修畢社會工作概論、社會工作實習指引。(時間:10.A.B優先),  ,加入,{}
78822,社工系,SW4003,2, 社會工作實習二,  ,3,310 43000,半年,必修,趙曉芳,1,[],15,"本課有先修科目規定,限本系所學生(含輔系、雙修生) 且 限學士班四年級以上,本校修課人數上限：15人",校外實習。本課程有先修科目規定：須修畢社會工作概論、社會工作實習指引。(時間:10.A.B優先), ,加入,{}
16804,社工系,SW4003,3, 社會工作實習二,  ,3,310 43000,半年,必修,林敬軒,1,[],15,"本課有先修科目規定,限本系所學生(含輔系、雙修生) 且 限學士班四年級以上,本校修課人數上限：15人",校外實習。本課程有先修科目規定：須修畢社會工作概論、社會工作實習指引。(時間:10.A.B優先), ,加入,{}
61578,社工系,SW4003,4, 社會工作實習二,  ,3,310 43000,半年,必修,李美儀 Ciwang Teyra,1,[],15,"本課有先修科目規定,限本系所學生(含輔系、雙修生) 且 限學士班四年級以上,本校修課人數上限：15人",校外實習。本課程有先修科目規定：須修畢社會工作概論、社會工作實習指引。(時間:10.A.B優先), ,加入,{}
55891,政治所,PS8999, , 博士論文,  ,0,322 D0010,半年,必修, ,1,[],100,本校修課人數上限：100人, ,  ,加入,{}
47796,政治所,PS8042, , 中國大陸政經發展專題研究,  ,2,322 D1080,半年,選修,徐斯勤,2,"[68, 69]",5,"限博士班,本校修課人數上限：5人",博士班核心課程：本國政治。上課地點為社科研604教室。, ,加入,"{'五': ['8', '9']}"
51084,政治所,PS8011, , 中國政治思想專題研究,  ,2,322 D1130,半年,選修,安井伸介,2,"[6, 7]",5,"限博士班,本校修課人數上限：5人,外系人數限制：2人",政治思想。上課教室：社科研604。, ,加入,"{'一': ['6', '7']}"
67002,政治所,PS7999, , 碩士論文,  ,0,322 M0010,半年,必修, ,1,[],160,本校修課人數上限：160人, ,  ,加入,{}
81837,政治所,PS7612, , 全球化與全球治理專題研究,  ,2,322 M3560,半年,選修, , ,"[36, 37]",25,"限碩士班以上,本校修課人數上限：25人,外系人數限制：5人",國際關係，公共行政，本國政治，比較政治。, , ,"{'三': ['6', '7']}"
35781,政治所,PS7523, , 非營利組織與管理專題,  ,2,322EM3730,半年,選修,劉康慧,2,"[48, 49]",30,"本校修課人數上限：30人,外系人數限制：10人",本課程以英語授課。公共行政。本課程英文化程度說明, ,加入,"{'四': ['3', '4']}"
89733,政治所,PS7011, , 中國政治思想專題,  ,2,322 M3830,半年,必修,安井伸介,2,"[6, 7]",20(含開放臺大系統人數:2),"限碩士班以上,本校修課人數上限：18人,外系人數限制：5人",碩班必修：政治思想。, ,加入,"{'一': ['6', '7']}"
52721,大陸研究學程,PS7532, , 兩岸關係研究途徑專題,  ,2,322 M3890,半年,選修,吳玉山,1,"[33, 34]",35,"限碩士班以上,本校修課人數上限：35人",國際關係、本國政治、比較政治。兩岸關係領域。,  ,加入,"{'三': ['3', '4']}"
35585,政治所,PS7021, , 國際關係理論專題,  ,2,322 M3910,半年,必修,唐欣偉,3,"[8, 9]",25(含開放臺大系統人數:2),"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：23人,外系人數限制：5人",碩班必修：國際關係。, ,加入,"{'一': ['8', '9']}"
87400,政治所,PS7013, , 當代政治思想專題,  ,2,322 M4030,半年,必修,陳思賢,2,"[23, 24]",28(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：22人",碩班必修：政治思想。限政研所碩一，其餘選修者，需開學前email給老師約談，才能選課。, ,加入,"{'二': ['8', '9']}"
83371,政治所,PS7042, , 中國大陸政經發展專題,  ,2,322 M4070,半年,選修,徐斯勤,2,"[68, 69]",25(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：19人,外系人數限制：4人",碩班必修：本國政治。, ,加入,"{'五': ['8', '9']}"
32509,臺灣研究學程,PS7025, , 中華民國外交史專題,  ,2,322 M4140,半年,選修,陳世民,2,"[8, 9]",15(含開放臺大系統人數:6),"本校修課人數上限：9人,外系人數限制：5人",國際關係，本國政治。原則上本課程每兩年開授一次。, ,加入,"{'一': ['8', '9']}"
29882,東亞學分學程,PS7057, , 東亞政經發展專題,  ,2,322 M4280,半年,選修,張佑宗,2,"[51, 52]",30(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：24人,外系人數限制：3人",本國政治、比較政治。東亞政治與國際關係、經濟領域。,  ,加入,"{'四': ['6', '7']}"
30009,政治所,PS7801, , 國際政治與兩岸關係專題,  ,2,322 M4310,半年,必修,明居正,2,[],32,"限碩士班以上 且 限本系所學生(含輔系、雙修生) 且 限碩士在職專班生,本校修課人數上限：32人",上課時間為週六08:50-10:30，教室為社科研606。,  ,加入,{}
32444,政治所,PS7802, , 政府與企業專題,  ,2,322 M4540,半年,必修,蕭全政,2,[],32,"限本系所學生(含輔系、雙修生) 且 限碩士在職專班生 且 限碩士班以上,本校修課人數上限：32人",上課時間為週六14:00-15:40，教室為社科研606。,  ,加入,{}
89837,政治所,PS7803, , 地方政府與管理專題,  ,2,322 M4550,半年,必修,趙永茂,2,[],32,"限本系所學生(含輔系、雙修生) 且 限碩士在職專班生 且 限碩士班以上,本校修課人數上限：32人",上課時間為週六10:50-12:30，教室為社科研607。與王宏文合授, ,加入,{}
11891,政治所,PS7805, , 財政管理專題,  ,2,322 M4570,半年,必修,蘇彩足,2,[],32,"限本系所學生(含輔系、雙修生) 且 限碩士在職專班生 且 限碩士班以上,本校修課人數上限：32人",上課時間為週六08:50-10:30，教室為社科研607。與王宏文合授,  ,加入,{}
38856,政治所,PS7807, , 政治發展與民主化專題,  ,2,322 M4620,半年,必修,張佑宗,2,[],32,"限本系所學生(含輔系、雙修生) 且 限碩士在職專班生 且 限碩士班以上,本校修課人數上限：32人",上課時間為週六14:00-15:40，教室為社科研607。與黃長玲、童涵浦合授,  ,加入,{}
43793,政治所,PS7567, , 全球化與東亞政經發展專題,  ,2,322 M4770,半年,選修,陶儀芬,2,"[6, 7]",25,"限碩士班以上,本校修課人數上限：25人,外系人數限制：5人",國際關係，本國政治，比較政治。, ,加入,"{'一': ['6', '7']}"
37671,政治所,PS7809, , 比較政府與政治專題,  ,2,322 M4940,半年,必修,王業立,2,[],32,"限本系所學生(含輔系、雙修生) 且 限碩士在職專班生 且 限碩士班以上,本校修課人數上限：32人",上課時間為週六10:50-12:30，教室為社科研606。與李鳳玉合授,  ,加入,{}
67104,政治所,PS7581, , 國際關係理論與中共外交專題,  ,2,322 M5010,半年,選修,張登及,2,"[36, 37]",12,"限碩士班以上,本校修課人數上限：12人,外系人數限制：2人",國際關係。, ,加入,"{'三': ['6', '7']}"
33850,東亞學分學程,PS7583, , 東南亞國際關係專題,  ,2,322 M5030,半年,選修,左正東,1,"[63, 64]",30(含開放臺大系統人數:10),"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：20人,外系人數限制：5人",國際關係，比較政治。東亞政治與國際關係領域。, ,加入,"{'五': ['3', '4']}"
42764,政治所,PS7589, , 中國學的知識社群個案比較專題,  ,2,322 M5090,半年,選修,石之瑜,2,"[68, 69]",10(含開放臺大系統人數:4),本校修課人數上限：6人,初選不開放。,  ,加入,"{'五': ['8', '9']}"
51947,政治所,PS7609, , 區域化與區域研究專題,  ,2,322 M5280,半年,選修,蘇宏達,2,"[48, 49]",21(含開放臺大系統人數:4),"限碩士班以上,本校修課人數上限：17人,外系人數限制：10人",國際關係。, ,加入,"{'四': ['3', '4']}"
55736,政治所,PS7611, , 中共政治研究方法專題,  ,2,322 M5300,半年,選修,明居正, ,"[63, 64]",25,"限碩士班以上,本校修課人數上限：25人,外系人數限制：5人",國際關係，本國政治。,  , ,"{'五': ['3', '4']}"
51983,歐洲暨歐盟學,PS5013, , 法文社會科學文獻選讀專題,  ,2,322 U1330,半年,選修,陳淳文,2,"[38, 39]",15(含開放臺大系統人數:6),"本課有先修科目規定,限學士班三年級以上,本校修課人數上限：9人,外系人數限制：5人","限曾修習法文者.國際關係,比較政治.【專業課程】：A、B、C方案。	",  ,加入,"{'三': ['8', '9']}"
61614,政治所,PS5019, , 賽局理論專題,  ,2,322 U1400,半年,選修,李宣緯,2,"[53, 54]",30(含開放臺大系統人數:6),"限學士班三年級以上,本校修課人數上限：24人,外系人數限制：5人",政治思想，國際關係，公共行政，本國政治，比較政治。, ,加入,"{'四': ['8', '9']}"
30902,政治所,PS5032, , 多層迴歸模型分析專題,  ,2,322 U1530,半年,選修,黃旻華,2,"[18, 19]",35(含開放臺大系統人數:20),"限學士班三年級以上,本校修課人數上限：15人,外系人數限制：5人",比較政治。, ,加入,"{'二': ['3', '4']}"
24534,政治所,PS5677, , 和平研究專題,  ,2,322 U1950,半年,選修,張亞中,2,"[38, 39]",50(含開放臺大系統人數:10),"本校修課人數上限：40人,外系人數限制：15人", , ,加入,"{'三': ['8', '9']}"
52351,政治所,PS5678, , 重大政策議題,  ,2,322 U1960,半年,選修,蘇彩足,2,"[36, 37]",25,"限學士班三年級以上,本校修課人數上限：25人,外系人數限制：3人",公共行政，本國政治。,  ,加入,"{'三': ['6', '7']}"
20643,政治所,PS5682, , 海洋政策與全球治理專題,  ,2,322 U2000,半年,選修,蔡季廷,2,"[36, 37]",30(含開放臺大系統人數:4),"限學士班三年級以上,本校修課人數上限：26人,外系人數限制：5人",國際關係，公共行政。, ,加入,"{'三': ['6', '7']}"
69816,東亞學分學程,PS5686, , 近代日本國際關係專題,  ,2,322 U2040,半年,選修,廖小娟,2,"[38, 39]",26(含開放臺大系統人數:4),"限學士班三年級以上,本校修課人數上限：22人,外系人數限制：10人",國際關係。東亞政治與國際關係領域。, ,加入,"{'三': ['8', '9']}"
24920,政治系,PS5691, , R語言與文字探勘：公共議題之應用,  ,2,322 U2090,半年,選修,王貿,2,"[21, 22]",25(含開放臺大系統人數:4),"本校修課人數上限：21人,外系人數限制：5人", ,  ,加入,"{'二': ['6', '7']}"
38708,東亞學分學程,PS5693, , 胡定吾講座：世界各國民主的興衰,  ,1,322EU2200,半年,選修,張佑宗,2,"[22, 23, 24]",20,"限學士班三年級以上,本校修課人數上限：20人,外系人數限制：3人",本課程以英語授課。密集課程。東亞政治與國際關係領域。本課程英文化程度說明, ,加入,"{'二': ['7', '8', '9']}"
48310,政治所,PS5694, , 政治學與文化研究專題,  ,3,322 U2300,半年,選修,石之瑜,1,"[65, 66, 67]",60(含開放臺大系統人數:10),"限學士班三年級以上,本校修課人數上限：50人,外系人數限制：20人",政治思想，國際關係，比較政治。, ,加入,"{'五': ['5', '6', '7']}"
33493,經濟所,ECON8999, , 博士論文,  ,0,323 D0010,半年,必修, ,1,[],20,本校修課人數上限：20人,博士生須於提學位(畢業論文)口試當學期選課，並於開學前向seminar授課教師登記演講場次。,  ,加入,{}
34306,經濟所,ECON7999, , 碩士論文,  ,0,323 M0010,半年,必修, ,1,[],70,本校修課人數上限：70人, ,  ,加入,{}
63375,經濟所,ECON7914, , 專題討論,  ,1,323 M0020,半年,必修,林明仁,1,"[76, 77]",60,本校修課人數上限：60人, ,  ,加入,"{'六': ['1', '2']}"
31746,經濟所,ECON7095, , 專題討論-個體經濟、產業組織與貿易一,  ,1,323 M0080,半年,必修,金善鐸,3,"[51, 52]",35,"限碩士班以上 或 限博士班,本校修課人數上限：35人",博四前每學期必修一門專題討論。第三週教師同意加簽單加選，限博士生、大學生(限5人)。,  ,加入,"{'四': ['6', '7']}"
82004,經濟所,ECON7188, , 專題討論─經濟史一,  ,1,323 M0130,半年,必修,何泰寬,3,"[51, 52]",30,"限碩士班以上 或 限博士班,本校修課人數上限：30人",碩士班必修兩學期專題討論（建議自碩一下開始）。以教師同意加簽單加選，限博士生、大學生(限5人)。,  ,加入,"{'四': ['6', '7']}"
26700,經濟所,ECON7192, , 專題討論─貨幣與總體一,  ,1,323 M0150,半年,必修,陳旭昇,3,"[51, 52]",30,"限碩士班以上 或 限博士班,本校修課人數上限：30人",碩士班必修兩學期專題討論（建議自碩一下開始）。以教師同意加簽單加選，限博士生、大學生(限5人)。,  ,加入,"{'四': ['6', '7']}"
83034,經濟所,ECON7009, , 數量方法入門,  ,2,323EM0500,半年,必修,王建強,1,[],80,"限碩士班以上 或 限博士班,本校修課人數上限：80人","本課程以英語授課。密集課程。碩博先修課。8/19~9/6每週一三五9:10-12:10(前3次13:10),社科403。本課程英文化程度說明", ,加入,{}
63030,經濟所,ECON7011, , 個體經濟理論一,  ,4,323EM0610,半年,必修,王道一,2,"[24, 25, 36, 37, 38]",68,"限碩士班以上 或 限博士班,本校修課人數上限：68人",本課程以英語授課。先修科目：數量方法入門。二910為實習課。王道一老師教授第一部分；馮勃翰老師教授第二部份。與馮勃翰合授本課程英文化程度說明, ,加入,"{'二': ['9', '10'], '三': ['6', '7', '8']}"
40275,經濟所,ECON7013, , 總體經濟理論一,  ,4,323EM0620,半年,必修,蔡宜展,3,"[2, 3, 4, 39, 40]",60,"限碩士班以上 或 限博士班,本校修課人數上限：60人","本課程以英語授課。先修科目：數量方法入門。三9,10為實習課。蔡宜展老師教授第一部分，廖珮如老師教授第二部分。與廖珮如合授本課程英文化程度說明", ,加入,"{'一': ['2', '3', '4'], '三': ['9', '10']}"
17585,經濟所,ECON7026, , 計量經濟理論一,  ,4,323EM0650,半年,必修,謝志昇,2,"[9, 10, 47, 48, 49]",60,"限碩士班以上 或 限博士班,本校修課人數上限：60人",本課程以英語授課。先修科目：數量方法入門。一910為實習課。謝志昇老師教授第一部分，郭漢豪老師教授第二部分。與郭漢豪合授本課程英文化程度說明, ,加入,"{'一': ['9', '10'], '四': ['2', '3', '4']}"
77199,經濟所,ECON7215, , 進階經濟學術英文寫作,  ,3,323 M0710,半年,選修,蘇軒立,3,"[6, 7, 8]",12,"限本系所學生(含輔系、雙修生) 或 限碩士班以上 或 限博士班,本校修課人數上限：12人", , ,加入,"{'一': ['6', '7', '8']}"
23583,經濟所,ECON7079, , 國際金融一,  ,3,323 M1030,半年,選修,曹添旺,1,"[32, 33, 34]",20,"限碩士班以上 或 限博士班,本校修課人數上限：20人", , ,加入,"{'三': ['2', '3', '4']}"
30111,經濟所,ECON7219, , 不完全資訊賽局,  ,3,323EM1680,半年,選修,班哲明,3,"[36, 37, 38]",20,"限碩士班以上 或 限博士班,本校修課人數上限：20人",本課程以英語授課。本課程英文化程度說明, ,加入,"{'三': ['6', '7', '8']}"
13166,經濟所,ECON7220, , 總體勞動經濟,  ,3,323EM1830,半年,選修,高恩琵,1,"[21, 22, 23]",30,"限碩士班以上 或 限博士班,本校修課人數上限：30人",本課程以英語授課。本課程英文化程度說明, ,加入,"{'二': ['6', '7', '8']}"
78285,經濟所,ECON7952, , 金融機構管理,  ,2,323 M2290,半年,選修,謝德宗,1,[],30,"限碩士在職專班生,本校修課人數上限：30人", ,  ,加入,{}
27154,經濟所,ECON7953, , 國際金融理論與實證,  ,2,323 M2360,半年,選修,陳旭昇,1,[],30,"限碩士在職專班生,本校修課人數上限：30人", ,  ,加入,{}
63865,經濟所,ECON7207, , 應用個體經濟學二,  ,2,323 M2970,半年,選修,林明仁,3,"[18, 19]",15,"限碩士班以上 或 限博士班,本校修課人數上限：15人",與江淳芳合授, ,加入,"{'二': ['3', '4']}"
